"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","significance","neglog10padj"
1481.42474134945,2.39796693282347,0.13138981598532,18.2507823368242,2.03967331000068e-74,3.09112490130603e-70,"ENSG00000169429","Upregulated",69.5098834462948
255.472483645369,3.22154290006316,0.205505548055937,15.6761845630868,2.20083354899769e-55,1.667681621753e-51,"ENSG00000115009","Upregulated",50.7778868572436
359.398545995832,2.6610378174919,0.171664869910509,15.5013534154025,3.39661146604759e-54,1.71585489226504e-50,"ENSG00000134339","Upregulated",49.7655194426838
1297.84940096597,1.73513190955878,0.136780574698305,12.6855141045133,7.11454901275953e-37,2.69552475720927e-33,"ENSG00000118503","Upregulated",32.5693566750132
1799.89712222553,1.61929646967324,0.130682753920541,12.3910494774071,2.9219426358383e-35,8.85640812922589e-32,"ENSG00000291237","Upregulated",31.0527423781065
209.740354025182,2.9573413947985,0.241653358379108,12.2379486659523,1.94896272069854e-34,4.92275500536439e-31,"ENSG00000163216","Upregulated",30.3077917775658
163.543767890255,2.68483667339668,0.227508294653583,11.8010496166074,3.85473054400645e-32,8.34549162777397e-29,"ENSG00000136688","Upregulated",28.0785480742106
921.102428731647,1.96571630092946,0.16814244360775,11.6907799051331,1.42075898274584e-31,2.69145029793916e-28,"ENSG00000090339","Upregulated",27.5700136357369
1097.61769164081,1.80689196306098,0.158597451292307,11.3929445166854,4.5340411341229e-30,7.63482148751473e-27,"ENSG00000143546","Upregulated",26.1172011128831
999.102664309528,1.7257630459181,0.153261549440466,11.2602479370631,2.06177820233329e-29,3.12462486563611e-26,"ENSG00000122641","Upregulated",25.5052021154603
3908.03831145875,1.52067519388493,0.138008383623286,11.0187160660894,3.10455616390474e-28,4.27723169672513e-25,"ENSG00000125730","Upregulated",24.3688372234669
199.374062194283,2.65679361181345,0.241915862969662,10.9823042573551,4.64911405058527e-28,5.87144361971831e-25,"ENSG00000100985","Upregulated",24.2312551050563
1743.20700544634,1.64869557525135,0.151564762895247,10.8778290135341,1.47022850674753e-27,1.71394715536606e-24,"ENSG00000185479","Upregulated",23.7660025724284
1258.99559231173,1.4312619663026,0.132502010950846,10.801813165187,3.37472596673526e-27,3.65314085899092e-24,"ENSG00000163739","Upregulated",23.4373335817976
610.172141703094,1.75218807968801,0.169191164464362,10.3562623097678,3.91981397901163e-25,3.96031872346141e-22,"ENSG00000163874","Upregulated",21.4022698609759
8468.30771857522,1.16755760396883,0.115424080826768,10.11537276802,4.72215973309205e-24,4.47277067218812e-21,"ENSG00000163220","Upregulated",20.3494233683948
3101.07180450336,1.25616118989041,0.124328901702539,10.1035332307192,5.32869717274663e-24,4.75037680311619e-21,"ENSG00000145901","Upregulated",20.3232719404754
222.445431954759,2.49084229176651,0.251837089322628,9.89068885153569,4.56873196464689e-23,3.8466184957902e-20,"ENSG00000165949","Upregulated",19.4149208844988
510.256199584137,1.6720152810283,0.175039572639054,9.55221299857794,1.2695491396105e-21,1.0126324847788e-18,"ENSG00000185215","Upregulated",17.9945481447609
45.9854420825218,5.24767841058489,0.55396517580953,9.47293916610598,2.72078121361565e-21,2.06167196461726e-18,"ENSG00000108342","Upregulated",17.6857804347314
214.877404190911,2.28496041119147,0.247166340062985,9.24462615180205,2.36064479920774e-20,1.70359866342825e-17,"ENSG00000157601","Upregulated",16.7686327093273
598.834449584856,1.38354778715429,0.15056250380005,9.1891922107756,3.95802386260304e-20,2.72653871080678e-17,"ENSG00000128342","Upregulated",16.5643883319143
728.021851401437,1.38265800641413,0.153332727679137,9.01737044231986,1.92658041916182e-19,1.26944896749554e-16,"ENSG00000140519","Upregulated",15.8963847533019
81.8402815972832,2.80143968246275,0.320188337606837,8.74934953409411,2.14586038133456e-18,1.35502141996356e-15,"ENSG00000136244","Upregulated",14.8680538394771
316.030156422232,1.67330935163764,0.191557634007488,8.73527886428284,2.43055758294996e-18,1.47340400678427e-15,"ENSG00000241794","Upregulated",14.8316781534563
651.324648584373,1.28667885562288,0.150893534380651,8.52706420393757,1.50108565229061e-17,8.74959733094777e-15,"ENSG00000113070","Upregulated",14.0580119333744
2978.34440676452,1.08214511410883,0.129958980175117,8.32682060639953,8.3042438149613e-17,4.6611412968792e-14,"ENSG00000125538","Upregulated",13.3315077317542
175.484984748119,1.77728388492958,0.218862349193297,8.12055564367493,4.64054149760394e-16,2.51169308557813e-13,"ENSG00000023445","Upregulated",12.6000334299759
618.794961276832,1.23973907433673,0.155344338558908,7.98058742170773,1.45638507435265e-15,7.61086751786704e-13,"ENSG00000008517","Upregulated",12.1185658377433
1030.12484453927,1.13921155942768,0.143289815255341,7.95040148106562,1.85908034267175e-15,9.39145419773015e-13,"ENSG00000268104","Upregulated",12.0272671552151
629.773620641836,1.22426899870492,0.156155016869065,7.84008751849106,4.50232520182281e-15,2.20105607850402e-12,"ENSG00000111331","Upregulated",11.6573688923514
83.9455927382119,2.31957042326956,0.31033633119944,7.47437599170064,7.75710568453978e-14,3.67371677028751e-11,"ENSG00000162366","Upregulated",10.4348943292068
138.452872911793,1.7347536814171,0.234488660785845,7.39802801382121,1.38221696316746e-13,6.34772668994025e-11,"ENSG00000089127","Upregulated",10.1973817806579
438.35207834108,1.25168247156192,0.169915481474112,7.36650045483128,1.75165346474316e-13,7.80773772299487e-11,"ENSG00000111335","Upregulated",10.1074747838876
250.946633439301,1.39598777524134,0.190908280482816,7.31234795950612,2.62514241113404e-13,1.13668666402104e-10,"ENSG00000104368","Upregulated",9.94435923526007
26.5057579367589,4.08369449657228,0.573323276911058,7.12284789582301,1.05719471367937e-12,4.45049607939192e-10,"ENSG00000203785","Upregulated",9.35159157721352
398.436989173088,1.46369956583627,0.206511950050322,7.08772332777644,1.3633618474536e-12,5.58425643193494e-10,"ENSG00000081041","Upregulated",9.25303464690043
105.580609705691,2.32830901598695,0.331462974479214,7.02434116403237,2.1507869141581e-12,8.57767781159631e-10,"ENSG00000163734","Upregulated",9.06663027043941
607.303789487857,2.6120391242699,0.377190690751326,6.9249830081092,4.36027854435586e-12,1.69435952153111e-09,"ENSG00000173432","Upregulated",8.7709944324642
814.402982854596,1.02046462835373,0.150996012173454,6.7582223773002,1.39695011005294e-11,5.29269472946309e-09,"ENSG00000077150","Upregulated",8.27632315439962
126.82807006036,1.65003970023012,0.245694055220258,6.71583078699607,1.86997697400159e-11,6.91207342463272e-09,"ENSG00000134070","Upregulated",8.16039165714035
291.883297174126,-1.33992164382887,0.20099585707468,-6.66641424022498,2.62128741823757e-11,9.4584787674739e-09,"ENSG00000223551","Downregulated",8.02417870672897
75.3366184919428,2.05873061887691,0.312108205240636,6.5962079314436,4.21807237277981e-11,1.48662527463902e-08,"ENSG00000173918","Upregulated",7.82779848787711
385.340801121335,1.04664248471021,0.159726443839367,6.55271888331018,5.64988160561686e-11,1.94599899393462e-08,"ENSG00000166920","Upregulated",7.71085738859426
